strain	log2(PTR)	sampleID	plant	syncom	treatment	generation	line	sample_type	condition
LjRoot46	0.14547314784115561	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjRoot52	0.05143963155039551	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjRoot59	0.1542510989029907	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjRoot60	0.08135472070106116	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjRoot72	0.046262027963230035	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjRoot80	0.05141332314170882	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjRoot82	0.33534626488523556	g9_l18	gifu	lj	native	9	18	generation	gifu_lj
LjNodule218	0.059481879549263414	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot17	0.06717226352751143	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot1	0.19761801224255277	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot222	0.10987637258249414	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot262	0.025845184506379213	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot33	0.055562473051584974	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot44	0.1562695578123152	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot46	0.22659065659462832	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot52	0.05500833389495134	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot59	0.5153493973430214	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot60	0.20433291632315295	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot72	0.08885785448402257	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot80	0.08838479813444357	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjRoot82	0.5724970415310686	g9_l19	gifu	lj	native	9	19	generation	gifu_lj
LjNodule218	0.05946706561565946	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot1	0.07339595685678531	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot222	0.09377376059860976	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot262	0.017961055555341172	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot33	0.03740974722901943	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot44	0.1358866941385036	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot46	0.14186927318411363	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot52	0.07254724881272473	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot59	0.17971313553416038	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot60	0.07777623423265237	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot72	0.036496614210313444	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot80	0.09119380570713664	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjRoot82	0.5776889128333045	g9_l20	gifu	lj	native	9	20	generation	gifu_lj
LjNodule218	0.11961450177029967	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot17	0.06637589667309338	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot222	0.15869586829964052	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot262	0.059544976930588175	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot33	0.033167714348715474	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot44	0.03146716449777425	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot46	0.12602092334797943	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot52	0.11176811373014175	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot59	0.04607148481344588	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot60	0.045842686204680946	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot72	0.09224406217861211	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot80	0.07455671646799136	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjRoot82	0.23003733686851857	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root123D2	0.057270669758846246	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root1310	0.037192954690406024	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root265	0.14249929449957852	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root418	0.032268266307211795	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root61	0.04153092137613302	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root685	0.1049603756761069	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root695	0.10711168210910221	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root77	0.06306929674620446	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root83	0.08160523784882726	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
Root935	0.06325815677009647	g16_c1	col0	mixed	native	16	c1	competition	col0_mixed
LjNodule218	0.22808984341378544	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot17	0.1420713930665512	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot222	0.11978460120209038	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot262	0.08282666706851681	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot33	0.08442889116509254	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot44	0.06352670630360442	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot46	0.1363671584480967	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot52	0.09059564524545327	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot59	0.03278945247937724	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot60	0.03800351149911238	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot72	0.10934201446948387	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjRoot80	0.12579074007665894	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root123D2	0.05150411921244815	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root1310	0.03286785705404483	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root265	0.07784117887848672	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root29	0.06496864852467127	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root418	0.05595183485137906	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root480	0.019823785660796792	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root61	0.06225579692179381	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root685	0.09217874994652925	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root695	0.1320835421969366	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root77	0.0647955651512028	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root83	0.1324277822458931	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
Root935	0.03984472993128066	g16_c2	col0	mixed	native	16	c2	competition	col0_mixed
LjNodule218	0.08232656310717092	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot1	0.04986357921337749	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot222	0.16534319182164503	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot262	0.03209790388011562	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot33	0.03648799495536013	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot44	0.04007775257280037	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot46	0.08838395211115914	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot52	0.07558034906354559	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot59	0.03987963158415481	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot60	0.035610590042100966	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot72	0.09631554962760484	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjRoot80	0.061179475259280684	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root123D2	0.02158806217068616	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root1310	0.015411305037585577	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root265	0.11412211092452335	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root29	0.0802932373144527	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root418	0.07204686733707145	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root61	0.05235038541954139	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root685	0.026614639524458816	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root695	0.16671212692429	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root77	0.048640318432473656	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
Root935	0.061405362322241794	g16_c3	col0	mixed	native	16	c3	competition	col0_mixed
LjNodule218	0.12826649037299262	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot17	0.09087303553731922	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot1	0.16223140321046778	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot222	0.17325405718481415	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot262	0.05407916035597633	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot33	0.01600837855848248	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot44	0.0774537378004869	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot46	0.12830879364093897	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot52	0.07736466956203616	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot59	0.030127426223524965	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot60	0.038143281820975476	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot72	0.0237112373883217	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot80	0.06337007121395036	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjRoot82	0.08220361959562825	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root123D2	0.04059769715894427	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root1310	0.06525527453583438	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root265	0.11873893225327599	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root418	0.061931429952730384	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root480	0.0348592220722225	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root61	0.07823198739737694	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root685	0.060639577458129375	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root695	0.10586960313189961	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root77	0.09971567643678103	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root83	0.10692921150710849	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
Root935	0.06471988536595864	g16_c4	col0	mixed	native	16	c4	competition	col0_mixed
LjNodule218	0.14733141052472815	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot17	0.14095030174204037	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot1	0.02149084608154331	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot222	0.1581181588519075	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot262	0.06997617634295529	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot33	0.03704204481136236	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot44	0.0297493906079215	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot46	0.12875876856465787	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot52	0.03260037584535743	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot59	0.043824119459410706	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot60	0.08487508379502501	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot72	0.050715352189687486	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot80	0.04889817974027628	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjRoot82	0.060791623457712815	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root123D2	0.024793352381532484	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root1310	0.030904167997825284	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root265	0.08048656161415374	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root29	0.034196753629155786	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root418	0.06016434271073859	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root480	0.05083404219495572	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root61	0.04220193080099314	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root685	0.05378572038260685	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root68	0.09758933240545717	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root695	0.12088767414597278	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root77	0.08807405550362801	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
Root935	0.0341890122810623	g16_c5	col0	mixed	native	16	c5	competition	col0_mixed
LjNodule218	0.08300617081996473	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot17	0.03559403465661752	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot1	0.15246896709208185	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot222	0.15138412122377337	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot262	0.06327369380825575	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot33	0.09272983181928003	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot44	0.049131728517849	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot46	0.0865822139886543	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot52	0.12475023865668405	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot59	0.03814859053303404	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot60	0.10365900460528485	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot72	0.18148362017296288	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot80	0.025975641976822856	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjRoot82	0.11198791190346938	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root123D2	0.10014970024105266	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root1310	0.057094213966028866	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root265	0.03600308046347793	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root418	0.036438864200469594	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root480	0.0905232680468703	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root61	0.09170150593540029	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root685	0.07004900873727864	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root695	0.11269234048077773	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root77	0.10352614839364974	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root83	0.09947721905848465	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
Root935	0.06506136035115698	g16_c6	gifu	mixed	native	16	c6	competition	gifu_mixed
LjNodule218	0.08183999294533724	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot1	0.06035565985386375	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot222	0.1369198150184921	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot262	0.05710675465523966	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot33	0.024851955873818922	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot44	0.03833962604752059	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot46	0.1395900058759834	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot52	0.10892153934365105	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot59	0.08408869154527303	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot60	0.12165398749003087	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot72	0.1971543381150553	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjRoot80	0.1245203167380212	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root123D2	0.09794668441835513	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root1310	0.058023310852243944	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root265	0.07575329301545097	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root29	0.21838604613767293	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root418	0.051405228400108284	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root480	0.052674538155843505	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root61	0.06456418469221764	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root685	0.05209606514066316	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root695	0.1935914267103906	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root77	0.0517152534132449	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root83	0.12698221735339665	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
Root935	0.058639309100933255	g16_c7	gifu	mixed	native	16	c7	competition	gifu_mixed
LjNodule218	0.07738367529306611	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot1	0.07612017734245242	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot222	0.1761293257080223	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot262	0.06259710979688698	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot33	0.024829921335496913	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot44	0.05750822219782047	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot46	0.07021257926426992	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot52	0.08048355005652058	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot59	0.1449459576356301	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot60	0.1852203868766244	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot72	0.12596564357179657	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjRoot80	0.07449915898842421	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root123D2	0.07604227909012207	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root1310	0.05426960296021468	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root265	0.0793560877860005	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root29	0.08773195048756954	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root418	0.04118037546568301	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root480	0.03140511639883605	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root61	0.05922313913718181	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root685	0.1423255754467871	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root695	0.15753047000698356	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root77	0.09062525540769663	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root83	0.19034159764303485	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
Root935	0.07879557683881612	g16_c8	gifu	mixed	native	16	c8	competition	gifu_mixed
LjNodule218	0.08361337374972763	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot1	0.09903128919261643	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot222	0.17900380108604466	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot262	0.07809665023613774	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot33	0.03898304078308068	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot44	0.05312854024182716	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot46	0.08318758091954413	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot52	0.1065635395950793	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot59	0.03859821856028482	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot60	0.10371265719388069	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot72	0.16310751559493528	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot80	0.08775630424258413	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjRoot82	0.08913230661931063	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root123D2	0.09230843147362505	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root1310	0.06158038899063126	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root265	0.10402653193357854	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root29	0.09622363546069666	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root418	0.02855882091103	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root480	0.008705664772852093	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root61	0.07856481486980206	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root685	0.03652440713744367	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root695	0.1903970819879998	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root77	0.09256783343233883	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root83	0.2700520311665559	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
Root935	0.07386764495416855	g16_c9	gifu	mixed	native	16	c9	competition	gifu_mixed
LjNodule218	0.11206117161202042	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot1	0.03227941888727851	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot222	0.22602516953067367	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot262	0.06800809653337317	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot33	0.020818779357943788	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot44	0.06590970101710603	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot46	0.11050176163111201	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot52	0.16381266553355195	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot59	0.03952051018689027	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot72	0.17422761854805155	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjRoot80	0.02815714672636319	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root123D2	0.06408087217818502	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root1310	0.07378018228030428	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root265	0.035738938183312044	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root29	0.17085914743693267	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root418	0.02642716114431068	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root480	0.00451932204008806	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root61	0.06700466969314031	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root685	0.05007510714623468	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root695	0.17633458067855481	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root77	0.09114242772551627	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root83	0.09590561315953121	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
Root935	0.058997901157320926	g16_c10	gifu	mixed	native	16	c10	competition	gifu_mixed
LjNodule218	0.16341525657937464	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot17	0.1058865768760721	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot222	0.13805022273015474	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot262	0.055831890079743984	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot33	0.03438057274713055	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot44	0.029176077497006986	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot46	0.12510267752105145	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot52	0.050156472359374114	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot59	0.01794662164410491	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot60	0.026136932780424043	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot72	0.06820925729165543	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot80	0.02749544283335509	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjRoot82	0.170027354012081	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root123D2	0.033897635962426696	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root265	0.06901716177941684	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root418	0.03054944393986828	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root480	0.029870603578781435	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root61	0.06271766014194524	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root685	0.13191817987396262	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root695	0.08280037145278576	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root77	0.05546514054427182	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root83	0.06760380804235946	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
Root935	0.05887574461237306	g16_c11	col0	mixed	non-native	16	c11	competition	col0_mixed
LjNodule218	0.11239537992768062	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot222	0.06555187044172782	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot262	0.05581951552773758	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot33	0.055471689855661914	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot44	0.08722148367978355	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot46	0.0567304076774322	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot52	0.12435105168267772	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
