line	generation	sample_type	weight	plant	syncom	condition
6	11	generation	32.5	col0	lj	non-native
6	11	generation	65.7	col0	lj	non-native
6	11	generation	69.60000000000001	col0	lj	non-native
6	11	generation	115.19999999999999	col0	lj	non-native
7	11	generation	33.1	col0	lj	non-native
7	11	generation	57.30000000000001	col0	lj	non-native
7	11	generation	84.69999999999999	col0	lj	non-native
7	11	generation	116.60000000000002	col0	lj	non-native
7	11	generation	127.0	col0	lj	non-native
7	11	generation	137.9	col0	lj	non-native
8	11	generation	24.900000000000006	col0	lj	non-native
8	11	generation	25.099999999999994	col0	lj	non-native
8	11	generation	26.400000000000006	col0	lj	non-native
8	11	generation	29.5	col0	lj	non-native
8	11	generation	33.29999999999998	col0	lj	non-native
8	11	generation	78.5	col0	lj	non-native
9	11	generation	5.700000000000017	col0	lj	non-native
9	11	generation	53.5	col0	lj	non-native
9	11	generation	59.30000000000001	col0	lj	non-native
9	11	generation	101.2	col0	lj	non-native
9	11	generation	108.39999999999999	col0	lj	non-native
axenic_at	11	axenic	8.5	col0		
axenic_at	11	axenic	15.700000000000045	col0		
axenic_at	11	axenic	22.399999999999864	col0		
axenic_at	11	axenic	36.299999999999955	col0		
axenic_at	11	axenic	38.0	col0		
axenic_at	11	axenic	39.40000000000009	col0		
axenic_at	11	axenic	47.09999999999991	col0		
axenic_at	11	axenic	47.100000000000136	col0		
axenic_at	11	axenic	49.5	col0		
axenic_at	11	axenic	51.400000000000006	col0		
axenic_at	11	axenic	52.700000000000045	col0		
axenic_at	11	axenic	55.69999999999999	col0		
axenic_at	11	axenic	57.0	col0		
axenic_at	11	axenic	62.200000000000045	col0		
axenic_at	11	axenic	63.799999999999955	col0		
axenic_at	11	axenic	64.59999999999991	col0		
axenic_at	11	axenic	72.29999999999995	col0		
axenic_at	11	axenic	79.5	col0		
axenic_at	11	axenic	79.70000000000005	col0		
axenic_at	11	axenic	83.70000000000005	col0		
axenic_at	11	axenic	88.0	col0		
axenic_at	11	axenic	96.10000000000002	col0		
axenic_at	11	axenic	98.39999999999998	col0		
axenic_at	11	axenic	100.19999999999993	col0		
axenic_at	11	axenic	115.60000000000002	col0		
axenic_at	11	axenic	117.29999999999998	col0		
axenic_at	11	axenic	123.89999999999998	col0		
axenic_at	11	axenic	124.5	col0		
axenic_at	11	axenic	124.90000000000009	col0		
axenic_lj	11	axenic	21.699999999999818	gifu		
axenic_lj	11	axenic	40.200000000000045	gifu		
axenic_lj	11	axenic	47.200000000000045	gifu		
axenic_lj	11	axenic	47.60000000000002	gifu		
axenic_lj	11	axenic	55.399999999999864	gifu		
axenic_lj	11	axenic	55.5	gifu		
axenic_lj	11	axenic	58.5	gifu		
axenic_lj	11	axenic	58.799999999999955	gifu		
axenic_lj	11	axenic	60.30000000000001	gifu		
axenic_lj	11	axenic	60.70000000000002	gifu		
axenic_lj	11	axenic	61.5	gifu		
axenic_lj	11	axenic	65.2	gifu		
axenic_lj	11	axenic	66.7	gifu		
axenic_lj	11	axenic	73.70000000000005	gifu		
axenic_lj	11	axenic	75.0	gifu		
axenic_lj	11	axenic	76.59999999999997	gifu		
axenic_lj	11	axenic	77.59999999999997	gifu		
axenic_lj	11	axenic	79.19999999999999	gifu		
axenic_lj	11	axenic	80.40000000000009	gifu		
axenic_lj	11	axenic	84.69999999999993	gifu		
axenic_lj	11	axenic	86.70000000000005	gifu		
axenic_lj	11	axenic	87.70000000000005	gifu		
axenic_lj	11	axenic	91.20000000000005	gifu		
axenic_lj	11	axenic	93.10000000000014	gifu		
axenic_lj	11	axenic	97.10000000000002	gifu		
axenic_lj	11	axenic	98.79999999999995	gifu		
axenic_lj	11	axenic	99.79999999999995	gifu		
axenic_lj	11	axenic	123.30000000000007	gifu		
c1	11	competition	36.099999999999994	col0	mixed	native
c1	11	competition	59.599999999999994	col0	mixed	native
c1	11	competition	86.5	col0	mixed	native
c10	11	competition	87.69999999999999	gifu	mixed	native
c10	11	competition	136.5	gifu	mixed	native
c11	11	competition	65.0	col0	mixed	non-native
c11	11	competition	78.6	col0	mixed	non-native
c11	11	competition	99.20000000000002	col0	mixed	non-native
c12	11	competition	59.19999999999999	col0	mixed	non-native
c12	11	competition	68.4	col0	mixed	non-native
c12	11	competition	159.20000000000002	col0	mixed	non-native
c13	11	competition	96.20000000000002	col0	mixed	non-native
c13	11	competition	98.1	col0	mixed	non-native
c14	11	competition	30.7	col0	mixed	non-native
c14	11	competition	35.8	col0	mixed	non-native
c14	11	competition	45.599999999999994	col0	mixed	non-native
c15	11	competition	59.400000000000006	col0	mixed	non-native
c15	11	competition	86.4	col0	mixed	non-native
c15	11	competition	107.1	col0	mixed	non-native
c16	11	competition	27.9	gifu	mixed	non-native
c16	11	competition	29.0	gifu	mixed	non-native
c16	11	competition	77.9	gifu	mixed	non-native
c17	11	competition	90.4	gifu	mixed	non-native
c17	11	competition	104.1	gifu	mixed	non-native
c17	11	competition	118.69999999999999	gifu	mixed	non-native
c18	11	competition	70.50000000000003	gifu	mixed	non-native
c18	11	competition	94.8	gifu	mixed	non-native
c18	11	competition	97.8	gifu	mixed	non-native
c19	11	competition	79.69999999999999	gifu	mixed	non-native
c19	11	competition	84.1	gifu	mixed	non-native
c19	11	competition	87.80000000000001	gifu	mixed	non-native
c2	11	competition	34.699999999999996	col0	mixed	native
c2	11	competition	35.1	col0	mixed	native
c2	11	competition	53.8	col0	mixed	native
c20	11	competition	58.4	gifu	mixed	non-native
c20	11	competition	84.79999999999998	gifu	mixed	non-native
c20	11	competition	114.0	gifu	mixed	non-native
c3	11	competition	54.8	col0	mixed	native
c3	11	competition	89.50000000000001	col0	mixed	native
c3	11	competition	110.39999999999998	col0	mixed	native
c4	11	competition	33.19999999999999	col0	mixed	native
c4	11	competition	75.7	col0	mixed	native
c4	11	competition	97.10000000000001	col0	mixed	native
c5	11	competition	25.69999999999999	col0	mixed	native
c5	11	competition	83.4	col0	mixed	native
c6	11	competition	72.69999999999999	gifu	mixed	native
c6	11	competition	130.5	gifu	mixed	native
c7	11	competition	97.5	gifu	mixed	native
c7	11	competition	111.6	gifu	mixed	native
c7	11	competition	122.9	gifu	mixed	native
c8	11	competition	68.6	gifu	mixed	native
c8	11	competition	88.80000000000001	gifu	mixed	native
c8	11	competition	108.1	gifu	mixed	native
c9	11	competition	48.1	gifu	mixed	native
c9	11	competition	66.69999999999999	gifu	mixed	native
1	12	generation	30.69999999999999	col0	at	native
1	12	generation	46.89999999999998	col0	at	native
1	12	generation	73.60000000000002	col0	at	native
1	12	generation	88.30000000000001	col0	at	native
1	12	generation	97.69999999999999	col0	at	native
1	12	generation	118.5	col0	at	native
10	12	generation	50.900000000000034	col0	lj	non-native
10	12	generation	60.30000000000001	col0	lj	non-native
10	12	generation	76.0	col0	lj	non-native
10	12	generation	88.09999999999997	col0	lj	non-native
10	12	generation	107.80000000000001	col0	lj	non-native
11	12	generation	35.19999999999999	gifu	at	non-native
11	12	generation	65.3	gifu	at	non-native
11	12	generation	85.50000000000003	gifu	at	non-native
11	12	generation	86.39999999999998	gifu	at	non-native
11	12	generation	91.80000000000001	gifu	at	non-native
11	12	generation	139.8	gifu	at	non-native
12	12	generation	49.400000000000006	gifu	at	non-native
12	12	generation	58.80000000000001	gifu	at	non-native
12	12	generation	61.80000000000001	gifu	at	non-native
12	12	generation	67.1	gifu	at	non-native
12	12	generation	84.0	gifu	at	non-native
12	12	generation	132.0	gifu	at	non-native
13	12	generation	53.70000000000002	gifu	at	non-native
13	12	generation	77.80000000000001	gifu	at	non-native
13	12	generation	78.70000000000002	gifu	at	non-native
13	12	generation	83.9	gifu	at	non-native
13	12	generation	101.39999999999998	gifu	at	non-native
13	12	generation	110.29999999999998	gifu	at	non-native
14	12	generation	25.099999999999994	gifu	at	non-native
14	12	generation	55.80000000000001	gifu	at	non-native
14	12	generation	63.799999999999955	gifu	at	non-native
14	12	generation	81.20000000000002	gifu	at	non-native
14	12	generation	121.5	gifu	at	non-native
15	12	generation	60.599999999999966	gifu	at	non-native
15	12	generation	68.60000000000002	gifu	at	non-native
15	12	generation	84.19999999999999	gifu	at	non-native
15	12	generation	112.9	gifu	at	non-native
15	12	generation	136.80000000000007	gifu	at	non-native
15	12	generation	138.1	gifu	at	non-native
16	12	generation	57.80000000000001	gifu	lj	native
16	12	generation	74.9	gifu	lj	native
16	12	generation	81.69999999999999	gifu	lj	native
16	12	generation	85.39999999999998	gifu	lj	native
16	12	generation	99.60000000000002	gifu	lj	native
16	12	generation	103.4	gifu	lj	native
17	12	generation	36.69999999999999	gifu	lj	native
17	12	generation	48.80000000000001	gifu	lj	native
17	12	generation	72.5	gifu	lj	native
17	12	generation	82.30000000000001	gifu	lj	native
17	12	generation	98.0	gifu	lj	native
17	12	generation	135.5	gifu	lj	native
18	12	generation	44.400000000000034	gifu	lj	native
18	12	generation	60.39999999999998	gifu	lj	native
18	12	generation	64.1	gifu	lj	native
18	12	generation	86.09999999999997	gifu	lj	native
18	12	generation	87.9	gifu	lj	native
18	12	generation	88.0	gifu	lj	native
19	12	generation	9.700000000000003	gifu	lj	native
19	12	generation	49.30000000000001	gifu	lj	native
19	12	generation	50.599999999999966	gifu	lj	native
19	12	generation	100.2	gifu	lj	native
19	12	generation	115.1	gifu	lj	native
2	12	generation	51.0	col0	at	native
2	12	generation	72.89999999999998	col0	at	native
2	12	generation	88.80000000000001	col0	at	native
2	12	generation	91.19999999999999	col0	at	native
2	12	generation	93.5	col0	at	native
20	12	generation	80.9	gifu	lj	native
20	12	generation	121.0	gifu	lj	native
20	12	generation	126.6	gifu	lj	native
20	12	generation	130.8	gifu	lj	native
20	12	generation	149.3	gifu	lj	native
3	12	generation	36.3	col0	at	native
3	12	generation	74.69999999999999	col0	at	native
3	12	generation	79.3	col0	at	native
3	12	generation	81.70000000000002	col0	at	native
3	12	generation	88.19999999999999	col0	at	native
3	12	generation	99.30000000000001	col0	at	native
4	12	generation	55.400000000000006	col0	at	native
4	12	generation	74.1	col0	at	native
4	12	generation	79.30000000000001	col0	at	native
4	12	generation	80.0	col0	at	native
4	12	generation	93.0	col0	at	native
4	12	generation	95.5	col0	at	native
5	12	generation	24.4	col0	at	native
5	12	generation	58.6	col0	at	native
5	12	generation	69.4	col0	at	native
5	12	generation	71.30000000000001	col0	at	native
5	12	generation	82.1	col0	at	native
6	12	generation	46.30000000000001	col0	lj	non-native
6	12	generation	49.19999999999999	col0	lj	non-native
6	12	generation	49.29999999999998	col0	lj	non-native
6	12	generation	55.19999999999999	col0	lj	non-native
6	12	generation	58.2	col0	lj	non-native
6	12	generation	63.30000000000001	col0	lj	non-native
6	12	generation	72.7	col0	lj	non-native
7	12	generation	63.099999999999994	col0	lj	non-native
7	12	generation	67.1	col0	lj	non-native
7	12	generation	71.19999999999999	col0	lj	non-native
7	12	generation	80.10000000000002	col0	lj	non-native
7	12	generation	85.60000000000002	col0	lj	non-native
8	12	generation	28.69999999999999	col0	lj	non-native
8	12	generation	42.60000000000002	col0	lj	non-native
8	12	generation	50.0	col0	lj	non-native
8	12	generation	57.400000000000006	col0	lj	non-native
8	12	generation	85.6	col0	lj	non-native
8	12	generation	102.5	col0	lj	non-native
9	12	generation	82.0	col0	lj	non-native
9	12	generation	83.0	col0	lj	non-native
9	12	generation	87.5	col0	lj	non-native
9	12	generation	100.5	col0	lj	non-native
axenic_at	12	axenic	11.699999999999932	col0		
axenic_at	12	axenic	20.100000000000023	col0		
axenic_at	12	axenic	20.199999999999818	col0		
axenic_at	12	axenic	24.0	col0		
axenic_at	12	axenic	25.90000000000009	col0		
axenic_at	12	axenic	27.0	col0		
axenic_at	12	axenic	29.300000000000182	col0		
axenic_at	12	axenic	30.100000000000136	col0		
axenic_at	12	axenic	32.5	col0		
axenic_at	12	axenic	32.80000000000007	col0		
axenic_at	12	axenic	33.80000000000018	col0		
axenic_at	12	axenic	37.19999999999999	col0		
axenic_at	12	axenic	38.30000000000007	col0		
axenic_at	12	axenic	39.39999999999998	col0		
axenic_at	12	axenic	44.89999999999998	col0		
axenic_at	12	axenic	45.599999999999994	col0		
axenic_at	12	axenic	48.900000000000006	col0		
axenic_at	12	axenic	56.60000000000002	col0		
axenic_at	12	axenic	58.09999999999991	col0		
axenic_at	12	axenic	58.399999999999864	col0		
axenic_at	12	axenic	62.400000000000034	col0		
axenic_at	12	axenic	64.10000000000002	col0		
axenic_at	12	axenic	65.79999999999995	col0		
axenic_at	12	axenic	68.89999999999998	col0		
axenic_at	12	axenic	71.5	col0		
axenic_at	12	axenic	82.59999999999997	col0		
axenic_at	12	axenic	96.70000000000005	col0		
axenic_at	12	axenic	109.19999999999999	col0		
axenic_at	12	axenic	114.0	col0		
axenic_at	12	axenic	133.89999999999986	col0		
axenic_lj	12	axenic	14.399999999999977	gifu		
axenic_lj	12	axenic	37.69999999999993	gifu		
axenic_lj	12	axenic	40.5	gifu		
axenic_lj	12	axenic	48.10000000000002	gifu		
axenic_lj	12	axenic	49.5	gifu		
axenic_lj	12	axenic	50.899999999999864	gifu		
axenic_lj	12	axenic	51.899999999999864	gifu		
axenic_lj	12	axenic	59.90000000000009	gifu		
axenic_lj	12	axenic	64.19999999999999	gifu		
axenic_lj	12	axenic	66.70000000000005	gifu		
axenic_lj	12	axenic	68.39999999999986	gifu		
axenic_lj	12	axenic	70.30000000000001	gifu		
axenic_lj	12	axenic	72.60000000000014	gifu		
axenic_lj	12	axenic	74.10000000000001	gifu		
axenic_lj	12	axenic	75.90000000000009	gifu		
axenic_lj	12	axenic	77.0	gifu		
axenic_lj	12	axenic	78.5	gifu		
axenic_lj	12	axenic	81.5	gifu		
axenic_lj	12	axenic	83.0	gifu		
axenic_lj	12	axenic	85.80000000000001	gifu		
axenic_lj	12	axenic	86.70000000000005	gifu		
axenic_lj	12	axenic	88.8	gifu		
axenic_lj	12	axenic	91.29999999999995	gifu		
axenic_lj	12	axenic	92.89999999999986	gifu		
axenic_lj	12	axenic	94.10000000000014	gifu		
axenic_lj	12	axenic	96.80000000000007	gifu		
axenic_lj	12	axenic	101.79999999999998	gifu		
axenic_lj	12	axenic	105.10000000000002	gifu		
axenic_lj	12	axenic	108.19999999999993	gifu		
axenic_lj	12	axenic	136.5999999999999	gifu		
c1	12	competition	32.4	col0	mixed	native
c10	12	competition	56.6	gifu	mixed	native
c10	12	competition	60.599999999999994	gifu	mixed	native
c10	12	competition	65.4	gifu	mixed	native
c11	12	competition	44.6	col0	mixed	non-native
c11	12	competition	53.699999999999996	col0	mixed	non-native
c11	12	competition	97.7	col0	mixed	non-native
c12	12	competition	51.7	col0	mixed	non-native
c12	12	competition	75.5	col0	mixed	non-native
c12	12	competition	79.10000000000001	col0	mixed	non-native
c13	12	competition	28.5	col0	mixed	non-native
c13	12	competition	57.8	col0	mixed	non-native
c14	12	competition	39.400000000000006	col0	mixed	non-native
c14	12	competition	42.30000000000001	col0	mixed	non-native
c14	12	competition	71.6	col0	mixed	non-native
c15	12	competition	45.8	col0	mixed	non-native
c15	12	competition	76.1	col0	mixed	non-native
c15	12	competition	80.7	col0	mixed	non-native
c16	12	competition	79.5	gifu	mixed	non-native
c16	12	competition	103.5	gifu	mixed	non-native
c16	12	competition	137.3	gifu	mixed	non-native
c17	12	competition	46.0	gifu	mixed	non-native
c17	12	competition	69.5	gifu	mixed	non-native
c17	12	competition	122.1	gifu	mixed	non-native
c18	12	competition	59.099999999999994	gifu	mixed	non-native
c18	12	competition	100.0	gifu	mixed	non-native
c19	12	competition	49.900000000000006	gifu	mixed	non-native
c19	12	competition	94.79999999999998	gifu	mixed	non-native
c19	12	competition	98.0	gifu	mixed	non-native
c2	12	competition	54.8	col0	mixed	native
c2	12	competition	75.0	col0	mixed	native
c2	12	competition	125.7	col0	mixed	native
c20	12	competition	59.400000000000006	gifu	mixed	non-native
c20	12	competition	92.0	gifu	mixed	non-native
c20	12	competition	139.1	gifu	mixed	non-native
c3	12	competition	46.6	col0	mixed	native
c3	12	competition	58.900000000000006	col0	mixed	native
c3	12	competition	81.0	col0	mixed	native
c4	12	competition	5.3999999999999915	col0	mixed	native
c4	12	competition	60.500000000000014	col0	mixed	native
c4	12	competition	80.4	col0	mixed	native
c5	12	competition	38.0	col0	mixed	native
c5	12	competition	63.3	col0	mixed	native
c5	12	competition	72.8	col0	mixed	native
c6	12	competition	92.80000000000001	gifu	mixed	native
c6	12	competition	97.4	gifu	mixed	native
c6	12	competition	116.79999999999998	gifu	mixed	native
c7	12	competition	107.1	gifu	mixed	native
c7	12	competition	114.1	gifu	mixed	native
c7	12	competition	119.30000000000001	gifu	mixed	native
c8	12	competition	32.89999999999998	gifu	mixed	native
c8	12	competition	59.80000000000001	gifu	mixed	native
c8	12	competition	75.5	gifu	mixed	native
c9	12	competition	96.9	gifu	mixed	native
c9	12	competition	115.0	gifu	mixed	native
c9	12	competition	116.1	gifu	mixed	native
1	13	generation	80.99999999999999	col0	at	native
1	13	generation	81.30000000000001	col0	at	native
1	13	generation	85.69999999999999	col0	at	native
1	13	generation	95.2	col0	at	native
1	13	generation	97.10000000000002	col0	at	native
1	13	generation	152.7	col0	at	native
10	13	generation	60.5	col0	lj	non-native
10	13	generation	67.4	col0	lj	non-native
10	13	generation	96.39999999999998	col0	lj	non-native
10	13	generation	104.4	col0	lj	non-native
10	13	generation	142.3	col0	lj	non-native
11	13	generation	73.20000000000005	gifu	at	non-native
11	13	generation	88.29999999999998	gifu	at	non-native
11	13	generation	103.0	gifu	at	non-native
11	13	generation	107.80000000000001	gifu	at	non-native
11	13	generation	163.4	gifu	at	non-native
12	13	generation	43.2	gifu	at	non-native
12	13	generation	49.39999999999998	gifu	at	non-native
12	13	generation	79.9	gifu	at	non-native
12	13	generation	88.80000000000001	gifu	at	non-native
12	13	generation	114.49999999999999	gifu	at	non-native
12	13	generation	128.9	gifu	at	non-native
13	13	generation	55.19999999999999	gifu	at	non-native
13	13	generation	59.599999999999994	gifu	at	non-native
13	13	generation	66.0	gifu	at	non-native
13	13	generation	85.40000000000003	gifu	at	non-native
13	13	generation	142.9	gifu	at	non-native
13	13	generation	178.89999999999998	gifu	at	non-native
14	13	generation	19.899999999999977	gifu	at	non-native
14	13	generation	37.19999999999999	gifu	at	non-native
14	13	generation	65.60000000000002	gifu	at	non-native
14	13	generation	75.5	gifu	at	non-native
14	13	generation	96.80000000000001	gifu	at	non-native
14	13	generation	165.2	gifu	at	non-native
15	13	generation	31.700000000000017	gifu	at	non-native
15	13	generation	49.799999999999955	gifu	at	non-native
15	13	generation	74.19999999999999	gifu	at	non-native
15	13	generation	76.30000000000001	gifu	at	non-native
15	13	generation	116.80000000000001	gifu	at	non-native
15	13	generation	129.1	gifu	at	non-native
16	13	generation	42.5	gifu	lj	native
16	13	generation	54.60000000000002	gifu	lj	native
16	13	generation	62.900000000000006	gifu	lj	native
16	13	generation	64.5	gifu	lj	native
16	13	generation	90.1	gifu	lj	native
16	13	generation	107.0	gifu	lj	native
17	13	generation	12.099999999999966	gifu	lj	native
17	13	generation	27.100000000000023	gifu	lj	native
17	13	generation	45.2	gifu	lj	native
17	13	generation	65.3	gifu	lj	native
17	13	generation	81.19999999999999	gifu	lj	native
17	13	generation	135.8	gifu	lj	native
18	13	generation	42.10000000000002	gifu	lj	native
18	13	generation	66.7	gifu	lj	native
18	13	generation	71.80000000000001	gifu	lj	native
18	13	generation	102.99999999999999	gifu	lj	native
18	13	generation	142.59999999999997	gifu	lj	native
19	13	generation	18.80000000000001	gifu	lj	native
19	13	generation	53.99999999999997	gifu	lj	native
19	13	generation	76.9	gifu	lj	native
19	13	generation	77.7	gifu	lj	native
19	13	generation	88.90000000000003	gifu	lj	native
19	13	generation	99.3	gifu	lj	native
2	13	generation	42.79999999999998	col0	at	native
2	13	generation	66.99999999999997	col0	at	native
2	13	generation	104.20000000000002	col0	at	native
2	13	generation	104.9	col0	at	native
2	13	generation	109.09999999999997	col0	at	native
2	13	generation	112.90000000000003	col0	at	native
20	13	generation	19.1	gifu	lj	native
20	13	generation	46.799999999999955	gifu	lj	native
20	13	generation	67.6	gifu	lj	native
20	13	generation	88.9	gifu	lj	native
20	13	generation	102.0	gifu	lj	native
20	13	generation	159.00000000000003	gifu	lj	native
3	13	generation	35.200000000000045	col0	at	native
3	13	generation	58.0	col0	at	native
3	13	generation	60.30000000000001	col0	at	native
3	13	generation	77.1	col0	at	native
3	13	generation	89.89999999999998	col0	at	native
3	13	generation	113.6	col0	at	native
4	13	generation	21.7	col0	at	native
4	13	generation	41.8	col0	at	native
4	13	generation	55.3	col0	at	native
4	13	generation	71.7	col0	at	native
4	13	generation	94.10000000000002	col0	at	native
5	13	generation	50.8	col0	at	native
5	13	generation	66.59999999999997	col0	at	native
5	13	generation	92.3	col0	at	native
5	13	generation	117.20000000000002	col0	at	native
6	13	generation	80.60000000000002	col0	lj	non-native
6	13	generation	96.5	col0	lj	non-native
6	13	generation	101.5	col0	lj	non-native
6	13	generation	108.19999999999999	col0	lj	non-native
6	13	generation	118.0	col0	lj	non-native
6	13	generation	153.09999999999997	col0	lj	non-native
7	13	generation	36.10000000000002	col0	lj	non-native
7	13	generation	72.89999999999998	col0	lj	non-native
7	13	generation	78.39999999999998	col0	lj	non-native
7	13	generation	106.70000000000005	col0	lj	non-native
7	13	generation	137.50000000000003	col0	lj	non-native
7	13	generation	155.6	col0	lj	non-native
8	13	generation	30.5	col0	lj	non-native
8	13	generation	58.3	col0	lj	non-native
8	13	generation	88.00000000000003	col0	lj	non-native
8	13	generation	110.19999999999999	col0	lj	non-native
8	13	generation	113.8	col0	lj	non-native
9	13	generation	90.80000000000001	col0	lj	non-native
9	13	generation	105.99999999999994	col0	lj	non-native
9	13	generation	155.0	col0	lj	non-native
9	13	generation	166.5	col0	lj	non-native
axenic_at	13	axenic	6.0	col0		
axenic_at	13	axenic	10.599999999999966	col0		
axenic_at	13	axenic	11.200000000000045	col0		
axenic_at	13	axenic	32.80000000000001	col0		
axenic_at	13	axenic	38.69999999999982	col0		
axenic_at	13	axenic	48.89999999999998	col0		
axenic_at	13	axenic	64.79999999999995	col0		
axenic_at	13	axenic	73.60000000000002	col0		
axenic_at	13	axenic	79.69999999999993	col0		
axenic_at	13	axenic	80.79999999999995	col0		
axenic_at	13	axenic	82.90000000000009	col0		
axenic_at	13	axenic	85.60000000000002	col0		
axenic_at	13	axenic	91.20000000000005	col0		
axenic_at	13	axenic	93.20000000000005	col0		
axenic_at	13	axenic	94.30000000000007	col0		
axenic_at	13	axenic	107.20000000000005	col0		
axenic_at	13	axenic	116.09999999999991	col0		
axenic_at	13	axenic	253.3	col0		
axenic_at	13	axenic	257.2	col0		
axenic_lj	13	axenic	10.200000000000045	gifu		
axenic_lj	13	axenic	13.599999999999994	gifu		
axenic_lj	13	axenic	17.5	gifu		
axenic_lj	13	axenic	18.399999999999977	gifu		
axenic_lj	13	axenic	25.100000000000023	gifu		
axenic_lj	13	axenic	25.30000000000001	gifu		
axenic_lj	13	axenic	25.899999999999977	gifu		
axenic_lj	13	axenic	30.200000000000045	gifu		
axenic_lj	13	axenic	35.89999999999998	gifu		
axenic_lj	13	axenic	42.09999999999991	gifu		
axenic_lj	13	axenic	42.30000000000001	gifu		
axenic_lj	13	axenic	43.30000000000001	gifu		
axenic_lj	13	axenic	45.5	gifu		
axenic_lj	13	axenic	46.39999999999998	gifu		
axenic_lj	13	axenic	48.0	gifu		
axenic_lj	13	axenic	50.0	gifu		
axenic_lj	13	axenic	51.799999999999955	gifu		
axenic_lj	13	axenic	52.5	gifu		
axenic_lj	13	axenic	53.69999999999999	gifu		
axenic_lj	13	axenic	56.90000000000009	gifu		
axenic_lj	13	axenic	57.60000000000002	gifu		
axenic_lj	13	axenic	61.200000000000045	gifu		
axenic_lj	13	axenic	61.599999999999966	gifu		
axenic_lj	13	axenic	63.10000000000002	gifu		
axenic_lj	13	axenic	63.39999999999999	gifu		
axenic_lj	13	axenic	74.7	gifu		
c1	13	competition	55.7	col0	mixed	native
c1	13	competition	60.29999999999998	col0	mixed	native
c1	13	competition	113.2	col0	mixed	native
c10	13	competition	27.10000000000001	gifu	mixed	native
c10	13	competition	48.599999999999994	gifu	mixed	native
c10	13	competition	60.7	gifu	mixed	native
c11	13	competition	29.19999999999999	col0	mixed	non-native
c11	13	competition	41.8	col0	mixed	non-native
c11	13	competition	103.2	col0	mixed	non-native
c12	13	competition	8.7	col0	mixed	non-native
c12	13	competition	56.7	col0	mixed	non-native
c12	13	competition	134.5	col0	mixed	non-native
c13	13	competition	60.7	col0	mixed	non-native
c13	13	competition	95.8	col0	mixed	non-native
c14	13	competition	40.9	col0	mixed	non-native
c14	13	competition	52.300000000000004	col0	mixed	non-native
c14	13	competition	83.99999999999999	col0	mixed	non-native
c15	13	competition	32.000000000000014	col0	mixed	non-native
c15	13	competition	88.39999999999998	col0	mixed	non-native
c15	13	competition	99.3	col0	mixed	non-native
c16	13	competition	63.0	gifu	mixed	non-native
c16	13	competition	69.5	gifu	mixed	non-native
c16	13	competition	75.9	gifu	mixed	non-native
c17	13	competition	6.600000000000023	gifu	mixed	non-native
c17	13	competition	30.19999999999999	gifu	mixed	non-native
c17	13	competition	113.5	gifu	mixed	non-native
c18	13	competition	47.0	gifu	mixed	non-native
c18	13	competition	69.99999999999999	gifu	mixed	non-native
c18	13	competition	79.7	gifu	mixed	non-native
c19	13	competition	10.5	gifu	mixed	non-native
c19	13	competition	67.4	gifu	mixed	non-native
c19	13	competition	70.4	gifu	mixed	non-native
c2	13	competition	29.399999999999977	col0	mixed	native
c2	13	competition	39.400000000000006	col0	mixed	native
c2	13	competition	74.5	col0	mixed	native
c2	13	competition	83.80000000000001	col0	mixed	native
c20	13	competition	14.7	gifu	mixed	non-native
c20	13	competition	68.1	gifu	mixed	non-native
c20	13	competition	88.2	gifu	mixed	non-native
c3	13	competition	52.099999999999994	col0	mixed	native
c3	13	competition	53.30000000000001	col0	mixed	native
c3	13	competition	98.6	col0	mixed	native
c4	13	competition	4.8	col0	mixed	native
c4	13	competition	35.300000000000004	col0	mixed	native
c5	13	competition	42.3	col0	mixed	native
c5	13	competition	86.69999999999999	col0	mixed	native
c5	13	competition	94.2	col0	mixed	native
c6	13	competition	79.1	gifu	mixed	native
c6	13	competition	83.4	gifu	mixed	native
c6	13	competition	106.5	gifu	mixed	native
c7	13	competition	24.19999999999999	gifu	mixed	native
c7	13	competition	84.7	gifu	mixed	native
c7	13	competition	90.7	gifu	mixed	native
c8	13	competition	12.399999999999991	gifu	mixed	native
c8	13	competition	62.599999999999994	gifu	mixed	native
c8	13	competition	96.7	gifu	mixed	native
c9	13	competition	44.89999999999998	gifu	mixed	native
c9	13	competition	62.60000000000001	gifu	mixed	native
c9	13	competition	86.2	gifu	mixed	native
1	14	generation	68.50000000000003	col0	at	native
1	14	generation	68.69999999999999	col0	at	native
1	14	generation	86.89999999999998	col0	at	native
1	14	generation	105.4	col0	at	native
1	14	generation	108.69999999999999	col0	at	native
1	14	generation	115.09999999999997	col0	at	native
10	14	generation	62.5	col0	lj	non-native
10	14	generation	94.30000000000001	col0	lj	non-native
10	14	generation	105.80000000000001	col0	lj	non-native
10	14	generation	139.89999999999998	col0	lj	non-native
11	14	generation	23.0	gifu	at	non-native
11	14	generation	63.099999999999994	gifu	at	non-native
11	14	generation	78.29999999999995	gifu	at	non-native
11	14	generation	123.90000000000003	gifu	at	non-native
11	14	generation	131.6	gifu	at	non-native
11	14	generation	141.39999999999998	gifu	at	non-native
12	14	generation	60.60000000000002	gifu	at	non-native
12	14	generation	72.80000000000001	gifu	at	non-native
12	14	generation	75.80000000000001	gifu	at	non-native
12	14	generation	93.59999999999997	gifu	at	non-native
12	14	generation	103.20000000000005	gifu	at	non-native
12	14	generation	138.2	gifu	at	non-native
